L-reg-noswap;8;mem;;;threadripper-3970x-128gb-gentoo-langdale-2022-07-with-reg-cpu-pressure-no-dash-l;5-build-8-bb-threads
TIME;AVG10;AVG60;AVG300;DIFF
1659627812;0.0;0.0;0.0;0
1659627813;0.0;0.0;0.0;0
1659627814;0.0;0.0;0.0;0
1659627815;0.0;0.0;0.0;0
1659627816;0.0;0.0;0.0;0
1659627817;0.0;0.0;0.0;0
1659627818;0.0;0.0;0.0;0
1659627819;0.0;0.0;0.0;0
1659627820;0.0;0.0;0.0;0
1659627821;0.0;0.0;0.0;0
1659627822;0.0;0.0;0.0;0
1659627823;0.0;0.0;0.0;0
1659627824;0.0;0.0;0.0;0
1659627825;0.0;0.0;0.0;0
1659627826;0.0;0.0;0.0;0
1659627827;0.0;0.0;0.0;0
1659627828;0.0;0.0;0.0;0
1659627829;0.0;0.0;0.0;0
1659627830;0.0;0.0;0.0;0
1659627831;0.0;0.0;0.0;0
1659627832;0.0;0.0;0.0;0
1659627833;0.0;0.0;0.0;0
1659627834;0.0;0.0;0.0;0
1659627835;0.0;0.0;0.0;0
1659627836;0.0;0.0;0.0;0
1659627837;0.0;0.0;0.0;0
1659627838;0.0;0.0;0.0;0
1659627839;0.0;0.0;0.0;0
1659627840;0.0;0.0;0.0;0
1659627841;0.0;0.0;0.0;0
1659627842;0.0;0.0;0.0;0
1659627843;0.0;0.0;0.0;0
1659627844;0.0;0.0;0.0;0
1659627845;0.0;0.0;0.0;0
1659627846;0.0;0.0;0.0;0
1659627847;0.0;0.0;0.0;0
1659627848;0.0;0.0;0.0;0
1659627849;0.0;0.0;0.0;0
1659627850;0.0;0.0;0.0;0
1659627851;0.0;0.0;0.0;0
1659627852;0.0;0.0;0.0;0
1659627853;0.0;0.0;0.0;0
1659627854;0.0;0.0;0.0;0
1659627855;0.0;0.0;0.0;0
1659627856;0.0;0.0;0.0;0
1659627857;0.0;0.0;0.0;0
1659627858;0.0;0.0;0.0;0
1659627859;0.0;0.0;0.0;0
1659627860;0.0;0.0;0.0;0
1659627861;0.0;0.0;0.0;0
1659627862;0.0;0.0;0.0;0
1659627863;0.0;0.0;0.0;0
1659627864;0.0;0.0;0.0;0
1659627865;0.0;0.0;0.0;0
1659627866;0.0;0.0;0.0;0
1659627867;0.0;0.0;0.0;0
1659627868;0.0;0.0;0.0;0
1659627869;0.0;0.0;0.0;0
1659627870;0.0;0.0;0.0;0
1659627871;0.0;0.0;0.0;0
1659627872;0.0;0.0;0.0;0
1659627873;0.0;0.0;0.0;0
1659627874;0.0;0.0;0.0;0
1659627875;0.0;0.0;0.0;0
1659627876;0.0;0.0;0.0;0
1659627877;0.0;0.0;0.0;0
1659627878;0.0;0.0;0.0;0
1659627879;0.0;0.0;0.0;0
1659627880;0.0;0.0;0.0;0
1659627881;0.0;0.0;0.0;0
1659627882;0.0;0.0;0.0;0
1659627883;0.0;0.0;0.0;0
1659627884;0.0;0.0;0.0;0
1659627885;0.0;0.0;0.0;0
1659627886;0.0;0.0;0.0;0
1659627887;0.0;0.0;0.0;0
1659627888;0.0;0.0;0.0;0
1659627889;0.0;0.0;0.0;0
1659627890;0.0;0.0;0.0;0
1659627891;0.0;0.0;0.0;0
1659627892;0.0;0.0;0.0;0
1659627893;0.0;0.0;0.0;0
1659627894;0.0;0.0;0.0;0
1659627895;0.0;0.0;0.0;0
1659627896;0.0;0.0;0.0;0
1659627897;0.0;0.0;0.0;0
1659627898;0.0;0.0;0.0;0
1659627899;0.0;0.0;0.0;0
1659627900;0.0;0.0;0.0;0
