L-reg-l-noswap;2;mem;;;threadripper-3970x-128gb-gentoo-langdale-2022-07-with-reg-cpu-pressure-no-swap;7-build-2-bb-threads
TIME;AVG10;AVG60;AVG300;DIFF
1659598601;0.0;0.0;0.0;0
1659598602;0.0;0.0;0.0;0
1659598603;0.0;0.0;0.0;0
1659598604;0.0;0.0;0.0;0
1659598605;0.0;0.0;0.0;0
1659598606;0.0;0.0;0.0;0
1659598607;0.0;0.0;0.0;0
1659598608;0.0;0.0;0.0;0
1659598609;0.0;0.0;0.0;0
1659598610;0.0;0.0;0.0;0
1659598611;0.0;0.0;0.0;0
1659598612;0.0;0.0;0.0;0
1659598613;0.0;0.0;0.0;0
1659598614;0.0;0.0;0.0;0
1659598615;0.0;0.0;0.0;0
1659598616;0.0;0.0;0.0;0
1659598617;0.0;0.0;0.0;0
1659598618;0.0;0.0;0.0;0
1659598619;0.0;0.0;0.0;0
1659598620;0.0;0.0;0.0;0
1659598621;0.0;0.0;0.0;0
1659598622;0.0;0.0;0.0;0
1659598623;0.0;0.0;0.0;0
1659598624;0.0;0.0;0.0;0
1659598625;0.0;0.0;0.0;0
1659598626;0.0;0.0;0.0;0
1659598627;0.0;0.0;0.0;0
1659598628;0.0;0.0;0.0;0
1659598629;0.0;0.0;0.0;0
1659598630;0.0;0.0;0.0;0
1659598631;0.0;0.0;0.0;0
1659598632;0.0;0.0;0.0;0
1659598633;0.0;0.0;0.0;0
1659598634;0.0;0.0;0.0;0
1659598635;0.0;0.0;0.0;0
1659598636;0.0;0.0;0.0;0
1659598637;0.0;0.0;0.0;0
1659598638;0.0;0.0;0.0;0
1659598639;0.0;0.0;0.0;0
1659598640;0.0;0.0;0.0;0
1659598641;0.0;0.0;0.0;0
1659598642;0.0;0.0;0.0;0
1659598643;0.0;0.0;0.0;0
1659598644;0.0;0.0;0.0;0
1659598645;0.0;0.0;0.0;0
1659598646;0.0;0.0;0.0;0
1659598647;0.0;0.0;0.0;0
1659598648;0.0;0.0;0.0;0
1659598649;0.0;0.0;0.0;0
1659598650;0.0;0.0;0.0;0
1659598651;0.0;0.0;0.0;0
1659598652;0.0;0.0;0.0;0
1659598653;0.0;0.0;0.0;0
1659598654;0.0;0.0;0.0;0
1659598655;0.0;0.0;0.0;0
1659598656;0.0;0.0;0.0;0
1659598657;0.0;0.0;0.0;0
1659598658;0.0;0.0;0.0;0
1659598659;0.0;0.0;0.0;0
1659598660;0.0;0.0;0.0;0
1659598661;0.0;0.0;0.0;0
1659598662;0.0;0.0;0.0;0
1659598663;0.0;0.0;0.0;0
1659598664;0.0;0.0;0.0;0
1659598665;0.0;0.0;0.0;0
1659598666;0.0;0.0;0.0;0
1659598667;0.0;0.0;0.0;0
1659598668;0.0;0.0;0.0;0
1659598669;0.0;0.0;0.0;0
1659598670;0.0;0.0;0.0;0
1659598671;0.0;0.0;0.0;0
1659598672;0.0;0.0;0.0;0
1659598673;0.0;0.0;0.0;0
1659598674;0.0;0.0;0.0;0
1659598675;0.0;0.0;0.0;0
1659598676;0.0;0.0;0.0;0
1659598677;0.0;0.0;0.0;0
1659598678;0.0;0.0;0.0;0
1659598679;0.0;0.0;0.0;0
1659598680;0.0;0.0;0.0;0
1659598681;0.0;0.0;0.0;0
1659598682;0.0;0.0;0.0;0
1659598683;0.0;0.0;0.0;0
1659598684;0.0;0.0;0.0;0
1659598685;0.0;0.0;0.0;0
1659598686;0.0;0.0;0.0;0
1659598687;0.0;0.0;0.0;0
1659598688;0.0;0.0;0.0;0
1659598689;0.0;0.0;0.0;0
1659598690;0.0;0.0;0.0;0
1659598691;0.0;0.0;0.0;0
1659598692;0.0;0.0;0.0;0
1659598693;0.0;0.0;0.0;0
1659598694;0.0;0.0;0.0;0
1659598695;0.0;0.0;0.0;0
1659598696;0.0;0.0;0.0;0
1659598697;0.0;0.0;0.0;0
