K;16;io;;;threadripper-3970x-128gb-gentoo-kirkstone-2022-07;6-build-16-bb-threads
TIME;AVG10;AVG60;AVG300;DIFF
1659323636;0.14;1.08;0.63;56
1659323636;0.14;1.08;0.63;0
1659323636;0.14;1.08;0.63;0
1659323636;0.14;1.08;0.63;0
1659323636;0.14;1.08;0.63;0
1659323636;0.14;1.08;0.63;0
1659323636;0.14;1.08;0.63;0
1659323636;0.14;1.08;0.63;0
1659323636;0.14;1.08;0.63;0
1659323636;0.14;1.08;0.63;0
1659323636;0.14;1.08;0.63;0
1659323636;0.14;1.08;0.63;0
1659323636;0.14;1.08;0.63;0
1659323636;0.14;1.08;0.63;0
1659323636;0.14;1.08;0.63;0
1659323636;0.14;1.08;0.63;0
1659323636;0.14;1.08;0.63;0
1659323636;0.14;1.08;0.63;0
1659323636;0.14;1.08;0.63;0
1659323636;0.14;1.08;0.63;0
1659323637;0.14;1.08;0.63;0
1659323637;0.14;1.08;0.63;0
1659323637;0.14;1.08;0.63;0
1659323637;0.14;1.08;0.63;0
1659323637;0.14;1.08;0.63;0
1659323637;0.14;1.08;0.63;0
1659323637;0.14;1.08;0.63;0
1659323637;0.14;1.08;0.63;0
1659323637;0.14;1.08;0.63;0
1659323637;0.14;1.08;0.63;0
1659323637;0.14;1.08;0.63;0
1659323637;0.14;1.08;0.63;0
1659323637;0.14;1.08;0.63;0
1659323637;0.14;1.08;0.63;0
1659323637;0.14;1.08;0.63;0
1659323637;0.14;1.08;0.63;0
1659323637;0.14;1.08;0.63;0
1659323637;0.14;1.08;0.63;0
1659323637;0.14;1.08;0.63;0
1659323637;0.14;1.08;0.63;0
1659323637;0.14;1.08;0.63;0
1659323637;0.14;1.08;0.63;0
1659323637;0.14;1.08;0.63;0
1659323637;0.14;1.08;0.63;0
1659323637;0.14;1.08;0.63;0
1659323637;0.14;1.08;0.63;0
1659323637;0.14;1.08;0.63;0
1659323637;0.14;1.08;0.63;0
1659323637;0.11;1.04;0.62;0
1659323637;0.11;1.04;0.62;0
1659323637;0.11;1.04;0.62;0
1659323637;0.11;1.04;0.62;0
1659323637;0.11;1.04;0.62;0
1659323637;0.11;1.04;0.62;0
1659323637;0.11;1.04;0.62;0
1659323637;0.11;1.04;0.62;0
1659323637;0.11;1.04;0.62;0
1659323637;0.11;1.04;0.62;0
1659323637;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;248
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;209
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;245
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;147
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;5
1659323638;0.11;1.04;0.62;11
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;9
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;34
1659323638;0.11;1.04;0.62;7
1659323638;0.11;1.04;0.62;0
1659323638;0.11;1.04;0.62;10
1659323638;0.11;1.04;0.62;15
1659323639;0.11;1.04;0.62;5
1659323639;0.11;1.04;0.62;42
