K;16;mem;;;threadripper-3970x-128gb-gentoo-kirkstone-2022-07;6-build-16-bb-threads
TIME;AVG10;AVG60;AVG300;DIFF
1659323636;0.0;0.0;0.0;0
1659323636;0.0;0.0;0.0;0
1659323636;0.0;0.0;0.0;0
1659323636;0.0;0.0;0.0;0
1659323636;0.0;0.0;0.0;0
1659323636;0.0;0.0;0.0;0
1659323636;0.0;0.0;0.0;0
1659323636;0.0;0.0;0.0;0
1659323636;0.0;0.0;0.0;0
1659323636;0.0;0.0;0.0;0
1659323636;0.0;0.0;0.0;0
1659323636;0.0;0.0;0.0;0
1659323636;0.0;0.0;0.0;0
1659323636;0.0;0.0;0.0;0
1659323636;0.0;0.0;0.0;0
1659323636;0.0;0.0;0.0;0
1659323636;0.0;0.0;0.0;0
1659323636;0.0;0.0;0.0;0
1659323636;0.0;0.0;0.0;0
1659323636;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323637;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323638;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323639;0.0;0.0;0.0;0
1659323640;0.0;0.0;0.0;0
1659323640;0.0;0.0;0.0;0
1659323640;0.0;0.0;0.0;0
1659323640;0.0;0.0;0.0;0
1659323640;0.0;0.0;0.0;0
1659323640;0.0;0.0;0.0;0
